   1.0712415232117290E-002  -1.0208080038405806E-004   8.0448480202949995E-004   1.1666184038976262E-003  -5.9961440193489622E-004  -9.2170400205800987E-004   8.5264400175129687E-004  -5.6291999429297839E-005  -5.9408800175197779E-004  -3.0006080116460362E-004  -4.5854800129641575E-004   1.1935200587104240E-005   1.6674240062624417E-004  -5.0391040142146388E-004   7.4894000207433465E-004  -1.2825119964807662E-004  -7.8064080236490258E-004  -6.2076799765805793E-005   7.5015199978179143E-005   2.9840640084641837E-004  -3.2437440054247760E-004  -5.7421600686440860E-005   3.9344240092344660E-004   4.2696080094260563E-004   6.1680160133772792E-004
   2.0384376059835740E-002  -9.2482400531237246E-005  -7.0346880120877940E-004   5.3252560127699440E-004  -8.1844880176982549E-004   1.1956224042168782E-003   4.7019199664815434E-005  -2.3487999242683518E-005  -7.2299199519330900E-005  -7.5526800256295941E-004   4.2181599155456824E-005  -4.0092479999691272E-004   2.7290640108194463E-004  -9.7250240285158562E-004   3.2402160095885258E-004   4.7506400050165821E-004   1.5287200045246941E-004   9.2544640318049118E-004   1.7880319976387374E-004  -2.7639040148359670E-004  -4.4671040041552925E-004  -2.9167200963267922E-005  -1.6821999943872107E-004   4.2755519991199368E-004   5.1643840283240939E-004
   2.9707230475548373E-002   1.5648960043292686E-003  -5.6376080262166960E-004  -1.1676799695479031E-005   1.3046672041145862E-003   1.1240800236541692E-005  -6.2811040296970760E-004  -1.0026896029175210E-003  -1.3529840072477449E-004   9.0267680281814057E-004  -3.6919760106354993E-004   5.7808801678594886E-005  -8.9693600090687492E-005   1.7481840087274752E-004  -5.7664800034881634E-005   4.9356720205094790E-004   2.1723199688879007E-005  -2.2345680157292904E-004  -9.7789360319087471E-004   4.5752560178295070E-004   1.9120800028782913E-005   3.9176560168934817E-004  -9.6782400716039922E-005  -2.4391280011500018E-004   1.3685856046143083E-003
   3.9460866479740918E-002   1.8266344056914413E-003   4.4028800113271751E-004  -5.2612800311183349E-005   4.3467920110268267E-004   6.3407680143771200E-004   8.5687992299785192E-006  -1.8176005460492808E-006  -1.0970256034858246E-003   4.7801599763801671E-005   1.4914239994308348E-004   1.0128672032192934E-003   3.8302880160807798E-004   7.5777600444266400E-005   4.0146400078653542E-004   1.0278320086752504E-004   3.0424400104160220E-004   9.7877280269019159E-004  -2.1815200440412061E-005   2.7651280177531056E-004   1.7682239981618174E-004  -1.0148320000038029E-004  -2.3008000002306135E-004   1.5417120050801800E-004  -8.1759520374656536E-004
   5.0563952094053163E-002   2.1651896068237003E-003  -6.3144000791808612E-005  -2.1143200112806965E-004   1.0928536045400523E-003  -1.0587599952595232E-004  -5.5171280055936196E-004  -8.3882880331557445E-004  -4.3662398999033909E-005   1.5871200656984515E-005  -8.8488640312561252E-004  -1.1463320033120680E-003  -1.5204640067512993E-004  -1.3023519988774752E-004  -8.2359200309807762E-004  -1.0729088036589146E-003   8.7312400267529485E-004  -5.3365600669514279E-005   2.6814960118585828E-004   7.5935280189850347E-004  -5.9705360240064993E-004   9.6173120349131100E-004  -5.3697120206802423E-004   2.7641440059982669E-004  -1.3841424029203023E-003
   5.9659534527428504E-002   3.8015376115202210E-003   3.6587120120890119E-004   2.9924960012757976E-004  -2.0380079907210009E-004  -1.6842800105351717E-004   5.1007200810414075E-005  -5.7620480063726219E-004  -5.1349600172888858E-005  -1.1751919985626241E-004   9.2783440308852121E-004  -1.8592801033580888E-005  -8.3925920300114679E-004  -1.1177200050472033E-004   5.4912240272523129E-004   2.5460640074911558E-004  -2.3836560072277755E-004  -3.5295040250502387E-004   2.2748800041213674E-005  -2.6020080229820474E-004   2.3712000419845757E-005  -3.1756640139477644E-004   2.6117680024029868E-004  -1.2752992037978151E-003  -1.5874464037501836E-003
   6.9248280162561945E-002   5.1064160155898375E-003   3.0963040260625842E-004  -1.5278720083564685E-004   3.7538080133206686E-004  -7.9586399769850571E-005   4.6363360227018118E-004   1.3776960046193689E-004  -1.1674184031125114E-003  -1.1656800714780076E-005   6.3632000069728840E-005  -3.9528080195250719E-004   9.5405200232732187E-004   1.6796160002541919E-004   5.6711200144923736E-004   2.6369599442462764E-005  -2.0419120075308513E-004   3.0259200037686582E-004  -4.6528000866467995E-005  -8.6983120348933069E-004   6.7996160188938965E-004   6.9135999989756238E-005   2.8376320169023025E-004  -4.0818800111323470E-004  -3.4231679846204372E-004
   8.1711658593741979E-002   6.5776488196608385E-003   9.7721040292038873E-004  -1.1830079927807953E-004  -1.7566640093741800E-004  -1.5574640097108005E-004  -4.1072000615535261E-005  -5.4581760179040655E-004  -1.0161039868024870E-004   5.0971120177109586E-004   4.9474720052728577E-004  -3.7459600142668878E-004   3.7931200138438201E-004  -5.8471994276625215E-006   7.0233520218258784E-004  -7.4448800455367492E-005  -5.6120002413633866E-006   1.9247999943441058E-005   3.0468080162979536E-004  -1.3703919971851407E-004   6.8121440245389961E-004   1.6920800062479038E-004  -1.3132160038623649E-004   1.0766159991273530E-004  -1.1584816056378145E-003
   9.1388752975019832E-002   8.2418728241296525E-003   1.4507424038186891E-003   8.9630480331927243E-004  -7.3347760269875425E-004  -3.9524000049509332E-004  -3.0790559941362087E-004   1.1818000037868807E-004   3.1327520128291054E-004   2.4522800024274008E-004   5.8703992554084589E-006  -2.9713200209052857E-004   3.9623040260897889E-004   5.1456080125400602E-004   3.1551120027533352E-004  -1.2300480007152966E-004   4.9963280159276706E-004   3.6783920003434490E-004   3.8428640106454688E-004   1.9072080096124903E-004  -5.5183200213485646E-004  -8.1786480098182456E-004  -1.4809272038808572E-003  -8.9758080296365112E-004  -5.6711200262990686E-004
  0.10092170254425693        1.0113263230784273E-002   1.3422056056172865E-003   5.3792480176117542E-004   2.0237280071503194E-004   6.1306560228670314E-004   7.0692400286610053E-004   6.3043760175431616E-004  -6.4897600117730831E-005   9.1827440312879376E-004   5.1827520179655538E-004   8.1124960266431580E-004  -5.1550560099195876E-004   6.5617600170704516E-004   4.4109840117531563E-004  -1.5005840125003602E-004  -2.5870160113593727E-004   1.6365760082773047E-004  -7.3524000261648262E-004   5.9900800051281334E-005   1.2029600006707878E-004   2.4214400117279755E-004   7.4659440158290956E-004   1.2780848043255585E-003   4.1258880284254372E-004
  0.11192224974823564        1.3518497640901810E-002   1.8274784051099733E-003   6.9497601563827183E-005   4.0274160012133850E-004   4.6931280198891679E-004  -9.3456000846046724E-005   3.6845200044713101E-004   7.9680800875990562E-005   3.0520960139651616E-004   1.1037599984085129E-005  -2.5708880096615976E-004  -2.0182960087375307E-004   1.1321552034617480E-003   9.2953600237845487E-004  -3.7087760179616941E-004  -7.3688640225254190E-004  -9.4054398899146236E-005  -4.5368560151145745E-004   3.6000320018397618E-004  -5.7187840080567961E-004  -1.0512104034538425E-003  -3.6973760192241895E-004   7.0818480218498320E-004   9.1075520095977407E-004
  0.12257454106089956        1.5055178444001125E-002   1.6896304054471799E-003  -1.3884800060751104E-004   1.4423120013869921E-004  -5.0328080083109419E-004   3.7211040026718261E-004   1.3101560033024848E-003   1.0473112043456947E-003   2.2559840030868009E-004  -6.4195680149386754E-004  -7.9738160098914452E-004  -5.0893040295610435E-004  -2.0124080057377900E-004  -5.7814560193808766E-004   1.5605200176496556E-004   4.0309600189130651E-005   7.1590720230793169E-004  -1.6197200114966354E-004  -9.2525280338340136E-004  -9.2361440230235626E-004  -3.1334079955471525E-004   4.1302480078494184E-004   2.4371920133271606E-004   1.1721248019997818E-003
  0.13455304762252274        1.8377777652820775E-002   2.9919552101295489E-003   1.0166552041300867E-003   2.6732000080048759E-004  -8.9498800222785201E-004  -4.9620080117271099E-004  -9.2756320159350411E-004  -5.5548240111878840E-004  -3.0327440103262353E-004  -4.8609120100714395E-004  -2.9617440110219905E-004  -8.6891120313140524E-004  -4.2190880090229416E-004   5.4760640255823801E-004  -7.0389599840246138E-005  -3.1560400060149984E-004   7.1499200062421776E-005  -1.2015160038904096E-003   2.9431439997937910E-004  -1.9562480188300020E-004  -4.6993600151082408E-004  -1.8516080157388330E-004   2.7692959978560706E-004   7.2191040403898823E-004
  0.14317908850967326        2.1358538460070849E-002   1.8921592050407756E-003   1.6160006066105432E-006  -4.5409601446009544E-005  -7.0708640338903181E-004  -6.7733040189814158E-004  -1.1002696021890632E-003  -3.7835360180183086E-004   2.3106400031166685E-004   6.3568000121702899E-004   1.7818824050213648E-003   3.7742960068758429E-004  -6.8439999605818353E-005  -3.2090320149774550E-004  -1.3227999511812047E-005   1.0748152039389554E-003  -2.3939200226860539E-005   1.0748480132392061E-004   4.1079600205821899E-004   5.0989840084738095E-004  -6.6062720139069980E-004  -1.0860904021091850E-003  -1.1951088037702202E-003  -9.9673120276862919E-004
  0.15433563969093902        2.3289935261981504E-002   4.0607032119404892E-003  -1.4020479941499915E-004   3.8190080106435478E-004   1.6064592039655458E-003   1.0121480043796278E-003   1.0297552034719056E-003  -4.1614240017124997E-004  -1.8681760127667218E-004  -6.5253920133900118E-004  -4.3925599047095915E-005  -8.3150960248010684E-004  -1.4128560146119162E-004  -3.5189599328095932E-005  -1.1241584025023267E-003  -1.4839512034096399E-003   9.4651200125694024E-005   1.0270176048124701E-003  -3.2641520010480868E-004  -9.6376720339282952E-004  -2.6015998946427261E-006   1.5047280010517568E-004   9.1355440254167275E-004   3.4396320197091804E-004
