H C M X
 -0.96153156978313514        4.8654664762696198E-003  -6.8518383131953584E-003   2.6472070810463773E-002
  -1.0095494186655607        5.2888247552680401E-003  -1.4424190002986146E-002   4.2062376891037909E-002
  -1.0485409208843566        5.5227079074657848E-003  -5.2524926323217619E-003   4.3721851639346263E-002
  -1.1139484519927552        6.4940264303339212E-003  -2.2868935238536201E-002   7.6211023136550121E-002
  -1.1731124724378548        7.9171747365007761E-003   1.5983587802475979E-002  0.11649578555870746     
  -1.2459691782191091        9.2099418404913980E-003  0.12432485824795354       0.18175933394588339     
  -1.3284484973314845        1.1760600381460540E-002 -0.17379696468172282       0.28270698784369575     
  -1.4350547191116023        1.0235185847946582E-002  0.54222465163390909       0.18807908818821517     
  -1.5035231102184170        9.9229835181131598E-003  0.62672573589370772       0.15724001697649809     
  -1.5690717524440205        7.4787057720628880E-003  0.79653399681335035        9.9477357165210778E-003
  -1.6220724551160446        7.2173097938930120E-003  0.82755249991010038        1.3871282844283628E-002
  -1.6723310933430211        6.7786992899163678E-003  0.85351158603409916        2.0390566528133758E-002
  -1.7108038488952153        4.8084367208680590E-003 -0.88945439279965088        6.2226018832178820E-003
  -1.7450355671156477        4.2066648179734933E-003  0.90833510341720824        3.1957819023885614E-003
  -1.7688115186646980        4.2970177856562763E-003  0.91222132595671379        5.7711316117218248E-003
  -1.7927589066707983        3.4443391236504972E-003  0.92882895747022687        2.4528732132645947E-003
  -1.8067809733417779        4.5041276183725998E-003  0.91546058924066065        1.6832147586284041E-002
  -1.8337303982342688        2.6885436060104517E-003  0.94585814360495157        1.4011103211922782E-003
  -1.8417001271273106        4.5076025915347095E-003 -0.91639602112951368        3.5716020210607047E-002
  -1.8634541466922823        2.4955211845112402E-003 -0.95497599541239142        2.1154462428497611E-003
  -1.8765187564650536        2.2127315229529820E-003  0.96086697248650399        1.4672646888966856E-003
  -1.8823494351264842        3.4880926741953644E-003 -0.94968367260874509        1.2095795290650635E-002
  -1.8982240409058921        2.2443095178341643E-003 -0.96814606856384078        1.7421110185583677E-003
  -1.9048211053508011        2.2677416733842826E-003 -0.96503250708113852        5.3946782423174300E-003
  -1.9143467484620564        1.9331178806512028E-003  0.97119588133618828        2.9391015111526198E-003
  -1.9238173631237678        1.7407611864315164E-003  0.97546037533002494        1.7851646464103199E-003
  -1.9288957400118132        1.6405130738208484E-003  0.97692377740101000        1.7419979359101223E-003
  -1.9326905586792693        2.4053398385723845E-003  0.97122172714082988        8.4622399566808282E-003
  -1.9416331822298971        1.4335045106772526E-003 -0.98102959326575379        2.1231207939350627E-003
  -1.9091182053243290        7.7229303767243351E-003 -0.81108004615271934       0.14148488852746599     
  -1.9117103293181623        7.4400193156498595E-003 -0.78732444178531613       0.17469460064360331     
  -1.9537493861869346        1.3985510075391616E-003 -0.98339425514204870        2.1211450764215822E-003
  -1.9576448581558081        1.5141122942972096E-003  0.98430423779547405        2.8188979590335617E-003
  -1.9332600670209803        6.0597293083040071E-003 -0.88785427703417430        6.1686700501872860E-002
  -1.9634384363369364        1.4123082470365311E-003 -0.98375773004024958        4.5167663264098490E-003
  -1.9677186736438950        1.2703228194146376E-003 -0.98851669619150362        1.8552970951752901E-003
  -1.9714528429638141        9.6497251352722913E-004  0.99153018738454113        6.7578741824725341E-004
  -1.9712783731713504        1.4077767255242790E-003  0.98753911149812024        2.9923661269003476E-003
  -1.9501693633882324        5.2431299810256071E-003  0.87448025875612667        9.7844864637562257E-002
  -1.9761847740401237        1.0748943038620951E-003 -0.98997254674987867        2.2506445871961489E-003
  -1.9791831775936253        9.2888253771317153E-004  0.99316822200933341        9.8746549392048077E-004
  -1.9492325478227910        5.8736843869748867E-003  0.85485085368536817        9.9152188125167240E-002
  -1.9375367940503385        7.1844831199392445E-003 -0.73849474157868300       0.23082163368211650     
  -1.8641862301491510        8.6318027213252435E-003  0.39168875589590935       0.24206379138468728     
  -1.9759072816094376        2.4462307759685054E-003 -0.95572762610572670        3.3212024698241138E-002
  -1.9849443389448613        9.8167924560010889E-004  0.99185071232148059        2.6199445811179167E-003
  -1.9863105838379194        8.7210152076444558E-004 -0.99341900713004561        1.8367611667085004E-003
  -1.9864759816238560        1.1763424094639596E-003 -0.99038863656439313        5.0124836885108159E-003
  -1.9874967878583301        1.0812888969469192E-003  0.99301601035129805        2.0438389584576111E-003
  -1.9897216523061481        7.7793615198018529E-004  0.99571526917950137        9.5269743708403798E-004
  -1.9880487847556652        1.3388805025527084E-003  0.98919155140873682        6.4622106161676962E-003
  -1.8741383745759224        7.5370633843112600E-003 -0.35522252218843198       0.24293953413685265     
  -1.9900069523279742        1.1007547619232838E-003 -0.99139439317784961        4.4809743731932805E-003
  -1.9904645674474426        1.1956854155772412E-003  0.99144446207119186        4.9200761300713935E-003
  -1.9930374056789768        6.6270454203465334E-004  0.99680032865087931        7.0925573904967454E-004
  -1.9926906136838975        8.2462805666150274E-004 -0.99463901602825000        1.9814450819278795E-003
  -1.9897537981335449        1.7557896158884034E-003  0.98407781375444126        1.2280060685626815E-002
  -1.9939293674704623        7.2257037448775208E-004 -0.99667299490458316        1.0539154171166354E-003
  -1.9744432176982216        3.7645628828699707E-003 -0.91018345004192969        6.2909998635524933E-002
  -1.9944017861486323        8.0084177298767045E-004 -0.99623130215418043        1.4681291879288239E-003
  -1.9947503781534397        7.3972842301861519E-004 -0.99623975166428391        1.3921501441348516E-003
  -1.9941284737136264        1.0417162904547972E-003  0.99319575755546397        4.2130326378385652E-003
  -1.9950381399436674        9.1807056127191089E-004 -0.99591872786075941        2.0550506255458956E-003
  -1.9256102235202059        7.4445203179247521E-003  0.69067982889986546       0.14566759699932347     
