H C M X
  -2.1465056000011151E-002   1.8046749139681063E-004   7.7395519999998099E-004   9.6302785028504388E-005
  -3.7393435200015659E-002   2.1969444298208687E-004   1.4174263999999963E-003   1.2272895488064955E-004
  -6.0095611599999710E-002   1.8500660298159709E-004  -1.6385912000000133E-003   1.2229472959944833E-004
  -7.9341644800006689E-002   1.9974546154391710E-004  -7.6066080000001136E-004   9.8421093867451516E-005
  -9.9980892000033031E-002   2.4106348078756223E-004   1.9617051999999695E-003   1.1837719054847714E-004
 -0.12016706400001131        2.4386008848599310E-004  -1.7699995999999388E-003   1.0466410501612194E-004
 -0.14149011279996132        2.4309091696475202E-004  -8.9253559999999930E-004   1.3454556716275987E-004
 -0.16029688719996407        2.7795696343640292E-004  -5.9258679999998659E-004   1.2858872032455964E-004
 -0.18053999479999633        2.5686818328563704E-004  -3.5924680000003922E-004   1.5075502149666128E-004
 -0.20172643120001296        3.1632822793328796E-004  -1.2005848000000072E-003   1.3942025837806554E-004
 -0.22334327680004493        2.7186244390207254E-004   3.0916919999999240E-004   1.8902233144567948E-004
 -0.24532709040002137        3.3541435856017376E-004  -1.5242767999999825E-003   2.1548878775679955E-004
 -0.26799809919995898        3.6926726867951565E-004   3.3456600000000933E-004   1.7308403911157230E-004
 -0.28689130799996498        4.7977299069033863E-004   6.3855920000002774E-004   1.6835289254799057E-004
 -0.31010602120000103        3.9391898234318601E-004  -1.6129120000000507E-004   2.2337440498855306E-004
 -0.33349115120002215        4.3308485485775428E-004  -1.6093408000000088E-003   2.1272856298927491E-004
 -0.35542500720006426        4.5081634096857948E-004   4.7153720000005380E-004   2.3544033018885310E-004
 -0.37971729399998894        4.6797153896677157E-004   1.3845764000000235E-003   2.9178789291273507E-004
 -0.40275942359995937        5.4347814600574917E-004  -6.1496079999999356E-004   2.7908174209452101E-004
 -0.42857907600000084        5.3780020907154280E-004  -1.4848755999999823E-003   2.8304906885269379E-004
 -0.44978089760003487        5.8903706033022751E-004   2.2514159999999849E-004   3.0145082342000789E-004
 -0.47634275360004780        5.7729308501619503E-004   3.5540440000000011E-004   3.4182889595261030E-004
 -0.50200444359999519        6.1839849024175608E-004  -9.8806080000002328E-004   3.3200172977571220E-004
 -0.52893448279996502        6.8795030320439876E-004  -8.8228000000005810E-005   4.0027282030041708E-004
 -0.55740132640000106        6.0944481515468052E-004   1.2787540000000013E-003   4.6043003036799843E-004
 -0.58326091120002277        7.4445869730455083E-004  -1.0495664000000062E-003   4.3652619549245964E-004
 -0.61372102920006921        8.3834845978125738E-004   2.6395160000001046E-004   4.9083985603348105E-004
 -0.64238529399991806        8.1245237382959745E-004  -1.4657320000000863E-004   5.7223906133749833E-004
 -0.67404662600000287        7.6933565360803868E-004   4.9736639999998459E-004   6.4869266746448004E-004
 -0.70408006840003945        8.9726974584730668E-004   7.9640560000001877E-004   7.1587683876058134E-004
 -0.73472351560004046        9.3494948818662049E-004  -1.2608023999999818E-003   8.3422226658822656E-004
 -0.76859251119995409        1.0727981488453109E-003  -2.2650919999998379E-004   9.8891359238233623E-004
 -0.80332000959996852        9.7298881259988423E-004   7.4782120000000416E-004   1.1191527179331359E-003
 -0.83984497720005324        1.1120935954892497E-003   1.3477855999999831E-003   1.3307316115770359E-003
 -0.87678586399996072        1.1281736373875972E-003   7.2830240000002736E-004   1.6052050538549053E-003
 -0.91887003079995955        1.2800035793522069E-003  -3.7814159999999096E-004   1.8284094852511323E-003
 -0.96045043800002539        1.2798931324495832E-003  -7.2393200000015026E-005   2.4101569229846671E-003
  -1.0051922611999671        1.3748247123965829E-003   7.6037680000004180E-004   3.0657443418412806E-003
  -1.0521387392000021        1.3690822088436860E-003  -8.5936320000000129E-004   4.1913766593691558E-003
  -1.1047580112000894        1.5024524024400687E-003  -4.1120599999999150E-004   6.1414925330644339E-003
  -1.1602153547999372        1.5299953498586483E-003  -1.1753520000000060E-003   1.0139638396475234E-002
  -1.2241836488000533        1.6708470006259191E-003   1.3398080000000809E-004   2.0235298029142142E-002
  -1.3003430619999614        2.0043816051851238E-003   1.4041952000000307E-003   6.2739038053279864E-002
  -1.4105105815999399        2.5250843409900803E-003  -2.0970520000000638E-004  0.31869590646796603     
  -1.5119076607999216        2.1998617430352141E-003   6.5747680000000455E-004  0.56327424984172514     
  -1.5801759132000606        1.9865793718487623E-003  -1.7949920000000068E-004  0.66374116965188001     
  -1.6334137711999326        1.5990498029418987E-003   2.4567800000000102E-004  0.72567641074309674     
  -1.6765320907999512        1.9204448353069559E-003  -1.3669279999999680E-004  0.76952136870127386     
