H C M X
 -0.61298614799891715        7.2962317873128679E-003   1.3460547052324687E-003   1.3024033747924459E-002
 -0.64255573800120480        7.4672950500472290E-003  -3.9360430308785959E-003   1.4056587079946453E-002
 -0.67264686000285678        7.6797168783983016E-003   2.3493371785003015E-004   1.6168958876088834E-002
 -0.70339338300305487        7.8871768285261878E-003   1.0024280363776809E-003   1.7633774983010272E-002
 -0.73676443000178438        8.2709019705023978E-003   3.9110403074696350E-003   2.0311927228800018E-002
 -0.76911674799966578        8.5364069297875211E-003   2.3059003303315616E-003   2.4352344862371225E-002
 -0.80702765199711135        8.9348487933134102E-003   7.6884964778065881E-004   2.7957127624848001E-002
 -0.84267669399762224        9.2905143741524032E-003   7.7963983789243593E-003   3.1536757727429997E-002
 -0.87825307399909014        9.7531504317545092E-003   4.3236749460402973E-004   3.9035220341750228E-002
 -0.91918586100144928        1.0187781221091652E-002   1.1181502131117817E-002   4.6890447194696733E-002
 -0.96194194100237362        1.0825821179305417E-002   6.4308055163520405E-003   5.6871274839573216E-002
  -1.0104606040001216        1.2256767321799478E-002   2.0459611816919049E-002   7.5298727912029115E-002
  -1.0576289059988613        1.3115225267587904E-002   1.3800345807359036E-002   9.5928457987146276E-002
  -1.1160956269979463        1.4622016144063998E-002   1.6332673122587096E-002  0.13960264552273169     
  -1.1882179609998638        1.8780443918040568E-002   3.9553260683144166E-002  0.20549696821880103     
  -1.2613764419990201        2.1079317791754537E-002   6.3446058128785602E-003  0.28223761295684646     
  -1.3504406509984928        2.2246908472459692E-002  -4.3244846573778771E-002  0.39706928251013190     
  -1.4257179069989756        2.1962299702766419E-002  -5.7811200044445704E-002  0.48030139861873811     
  -1.5120461119999704        1.8794135050499872E-002 -0.10056471175220348       0.58168321450534410     
  -1.5765148940014360        1.5965152172099817E-002  0.80533624829886108        1.7323225708503753E-002
  -1.6225514530030787        1.3759117599571269E-002 -0.58274843140297483       0.36831640204598026     
  -1.6768230320035309        1.0363676131476929E-002 -0.87585168449921758        5.9125911052129165E-003
  -1.7142732170014909        8.5755361307118250E-003  0.89687683164915344        2.6502407344943801E-003
  -1.7445712699980438        7.8300211399184860E-003  0.91072687454587520        2.1413496704271173E-003
  -1.7738179409892123        6.6200072912963037E-003  0.92309680759667367        1.9635983007858515E-003
  -1.7942329989878827        5.7389769096496401E-003  0.93159806107866705        1.5498336586330375E-003
  -1.8157975769859529        5.1876370554104767E-003 -0.94037510016614501        1.2444472950341456E-003
  -1.8317261769896700        5.0018294416274145E-003  0.94479288902765080        2.4392704083608940E-003
  -1.8505580980022824        4.0857130959643939E-003 -0.95365542457948183        7.7189365332375193E-004
  -1.8664752450160906        3.6137088287104824E-003 -0.95930448312836658        7.9652403749463918E-004
  -1.8775487940266673        3.3905190336507296E-003 -0.96258273967560515        7.7095841781227303E-004
  -1.8880042890456556        3.3910690727965154E-003 -0.96487471386008417        2.2812004548669051E-003
  -1.8995163820584948        2.7547243932009025E-003  0.97018830131024891        5.3717244777917728E-004
  -1.9087375120781527        2.4849220324028032E-003 -0.97320128917659598        4.8276811462122371E-004
  -1.9171867380949161        2.2680434571999974E-003  0.97590852997197863        4.1550226999753637E-004
  -1.9246645901110147        2.1112000370386852E-003 -0.97778149046918095        8.0462191886765400E-004
  -1.9295608891215785        2.0848802469437544E-003 -0.97876948462546243        1.1479802053324661E-003
  -1.9372083841379688        1.7957820563028193E-003 -0.98193762766909576        5.0185896716514744E-004
  -1.9420450251513948        1.8163701346098904E-003 -0.98263188608276020        1.0725553341559557E-003
  -1.9473465841638420        1.5895068422135950E-003  0.98432089409782964        1.0120445573250647E-003
  -1.9514021511715993        1.4611618726165787E-003 -0.98593003497332965        5.1188818583458584E-004
  -1.9563870431820281        1.3711150714432740E-003  0.98750655937732945        5.5429267324969000E-004
  -1.9588631531894940        1.5931185625510658E-003  0.98595155707874371        2.2811195099892156E-003
  -1.9630528251932833        1.1543236159123893E-003  0.98937600490883593        4.0996035954421473E-004
  -1.9637746001948233        1.8906774066635990E-003  0.98183398077973849        9.2968879754541378E-003
  -1.9681744801986312        1.3270843223907036E-003 -0.98878169241649172        2.3254033672025498E-003
  -1.9716273092009562        9.2753876009465941E-004  0.99204205403018630        3.0842595421953778E-004
  -1.9734513781962939        9.8540238352562426E-004 -0.99181696316363155        7.2634980941665983E-004
  -1.9754684801923204        1.1097520603753352E-003  0.99182450036802550        1.3987561137670523E-003
  -1.9777004251865513        8.2713180238824791E-004 -0.99363009653251000        3.2580198489018386E-004
  -1.9798739261873111        7.0647721340710845E-004  0.99445347082053892        2.0437276640916657E-004
  -1.9814264151792020        6.7132343941889161E-004 -0.99468262548521102        2.9456459632926091E-004
  -1.9828279311715127        7.2864336269029550E-004 -0.99448046487518060        7.9828437460116586E-004
  -1.9780649171633382        2.3396494897318654E-003  0.97720929885460395        1.5863371351810818E-002
  -1.9822391141565605        1.4756282002985621E-003  0.98422224303029948        1.1745593326184856E-002
  -1.9864166141513637        5.5034138976672864E-004 -0.99604168433335072        2.9621014675895729E-004
  -1.9827663601405914        1.8608668660542449E-003  0.97722990062806425        2.0999229431743704E-002
  -1.9884548201320063        5.7097534620931256E-004 -0.99612001626641100        6.5316604042175985E-004
  -1.9895665891291718        5.4010759178702017E-004 -0.99691195465959925        3.2297953143600733E-004
  -1.9905698821166857        5.2917707574584583E-004  0.99689255084767459        5.0647542158388514E-004
  -1.9876085911124914        1.3697726072448013E-003 -0.98867687166449669        5.9455557587231311E-003
  -1.9862558701055364        1.9157944135006488E-003 -0.97828395434171933        1.8259707107497580E-002
  -1.9876646790983550        1.7376793972152527E-003  0.98208297172863668        1.4087687886773614E-002
  -1.9923294080951330        6.2327279194107632E-004  0.99639911799139158        1.2849513251597111E-003
  -1.9933387140862349        4.9705629620611091E-004  0.99752324902627099        5.0969528073718795E-004
  -1.9937072310797952        5.0180618684203537E-004  0.99730882548217570        7.7673812458201041E-004
  -1.9838131880755976        3.0194701753858411E-003 -0.95372590686920711        4.7634248079977404E-002
  -1.9944266840702072        4.9437858585310579E-004 -0.99747658589062538        7.3255075273781500E-004
  -1.9943697500648148        6.4502869821403408E-004  0.99659091199395056        1.4425686398550353E-003
  -1.9953808290601489        3.8755618638441902E-004 -0.99792202846073508        6.8404922799347734E-004
  -1.9927483770565928        1.1548302863673143E-003  0.98878301015223247        8.6345173268487230E-003
  -1.9961560800517928        3.7087392204693259E-004 -0.99856263836813508        3.6007200133447714E-004
  -1.9962733610481012        3.7478717945749196E-004 -0.99800775462526381        8.0910645360254829E-004
  -1.9966229480447870        3.4333108844242233E-004 -0.99862176141810766        3.7777688619644589E-004
