   8.5426944257213470E-003  -7.6722080249711324E-004   8.8763120233443593E-004   2.8496000014195652E-005   9.2407200405983467E-004  -5.9734560158452015E-004  -9.6414000435926148E-004  -1.1286000048719804E-004   2.4174080170545457E-004   4.1983200128517881E-004  -1.0412960114720824E-004  -7.8408080280277861E-004  -8.5077280324278345E-004   4.0636720076190556E-004  -6.1804880197793551E-004   3.3590319985972325E-004   3.3850640120734694E-004   1.0061280135357015E-004   5.5467680190887561E-004   5.2567680142295771E-004   1.2587440009874290E-004  -3.5777599602893696E-005   8.2397200313456278E-004   8.3904001514324776E-006  -5.7431200131383023E-004
   1.9842160856135074E-002   4.9465599735152668E-005   5.5399760204022938E-004  -2.5540400012716427E-004  -5.8008320106503854E-004  -5.4433120162400818E-004   5.1789840203209699E-004   8.0684799814650506E-005   5.9462400398485913E-005  -3.6952560051048850E-004  -3.7238399407877220E-005  -5.1772400149878927E-004   2.6678960065601209E-004   7.9698800189974793E-004   2.0489680025982313E-004   2.6957599748811208E-005   1.2960400031431199E-004  -1.0355296038757284E-003   4.0202560101258700E-004  -8.3905200248833600E-004  -1.6601439964108636E-004  -3.5529600124358017E-004   3.2474800117086877E-004  -9.4960240330624682E-004   1.4771392047985316E-003
   3.0546508074847371E-002   5.6247360190389269E-004  -2.9872960070206320E-004  -1.7921520064660676E-004  -1.1159999999573090E-004  -4.3594720086844769E-004  -1.2303039983636648E-004  -6.7456880137477086E-004  -8.9661520256714591E-004  -5.3799040113902696E-004  -1.8189680042135969E-004   4.6372080091032313E-004   2.2289280101210225E-004  -7.2183989538066948E-006   7.5802160217607907E-004   2.8599200597620514E-005   6.6425598966726303E-005   2.8275520016597211E-004   3.3644240082626118E-004   1.9865680041205683E-004  -1.5387440120765832E-004   5.5281600129269027E-004  -4.3372400170530319E-004   2.9016240128877522E-004   4.8713760182076511E-004
   3.9328167280947325E-002   9.3518000308686299E-004   4.7614960195874271E-004   2.5897520087240117E-004   8.1500240269273343E-004  -2.3999840090825367E-004  -4.0111600126502294E-004   1.5665264036056007E-003   3.3119840097386294E-004   1.8411200115654540E-004  -4.4072320172617663E-004   4.6366240218055773E-004  -3.2956800126940393E-004   4.1620160194456927E-004   1.0069760060066163E-004   2.5409760029381943E-004   3.0168800030380217E-004   1.1158496044903700E-003   6.4482800157007584E-004   1.2913760070393292E-004   8.3866960337775250E-004  -6.3271840183425543E-004   1.0001439983193503E-004   3.4382960090884810E-004  -5.1813600025990450E-004
   5.0854267298264776E-002   2.5902400080576446E-003   9.9674160375033314E-004  -1.1973400031635932E-003  -3.1117280034272950E-004   2.6548240077251082E-004   3.7648159984368694E-004   3.5444720211351568E-004   1.1138424031232321E-003  -5.8595680181803850E-004   8.8812800043260769E-005  -9.8815999736064355E-005   6.2508080143733129E-004   5.5752000781714494E-005  -2.4108000026044348E-004   9.5495120301844060E-004   2.0332480142341860E-004  -3.2461440135887710E-004   2.2422320082161261E-004   1.0723040116387912E-004  -2.4605599701826215E-005   1.9253520124324239E-004   7.9380880167001478E-004   6.7144800288038224E-005  -4.4228160193434627E-004
   6.0547873725152059E-002   4.1012864122822066E-003   8.7370080315004011E-004  -9.9510160215537415E-004   7.7872320300889338E-004  -5.9642240154256286E-004  -3.7459680096192682E-004  -6.8592720274424090E-004   1.5177440073629278E-004  -2.5340560076432880E-004  -5.4061600150405323E-004   2.6986000081535226E-004  -2.8193600045483609E-004  -3.3538880103116967E-004  -2.4902560048183661E-004   1.1012720073486701E-004   4.8206560194236065E-004  -5.2107760207658455E-004  -9.0456400310516538E-004   2.6061120147805354E-004  -1.8582560143695813E-004  -1.7333680024259770E-004   3.4719200092897187E-004   9.5676799792864149E-005   1.5328319874744487E-004
   7.0025218566863501E-002   4.4755528134772828E-003   4.5592000261810849E-004  -5.4027999494341027E-005  -4.9378480126982809E-004  -6.5413200306896260E-004  -8.6107200318993112E-004  -2.3372240055666977E-004   6.4703120172996157E-004  -1.4995280017343225E-004   2.6973040023217589E-004  -1.0154744025644964E-003   1.3967360094713292E-004   1.3896008375505280E-006  -1.2034399972835324E-005  -2.0367600099783050E-004   1.9368240089856264E-004   6.1240000330329707E-005   4.0096960105396538E-004  -2.0317280007548779E-004   6.6882880167593614E-004   2.7186800109041989E-004   1.1346560163225556E-004  -3.3205600067047563E-005   2.8123840135323218E-004
   8.0838141793933782E-002   6.0687952178907672E-003   3.8933680113999300E-004  -5.0090480142831275E-004   3.5178080058033537E-004   2.3539680092565644E-004   1.0003168036509286E-003  -1.4685040119204125E-004  -1.0784560017165476E-004   2.4771120050915975E-004   2.6153840023966044E-004   2.5822240145418051E-004  -2.3850240038190162E-004  -1.2123599973978115E-004   3.5059200186834813E-004   7.8464800210174043E-004   6.3959120150448964E-004  -3.9895200279097001E-005  -6.7415600171677936E-004  -3.7188560083595604E-004   6.6815200073230813E-005   1.1163760080776017E-004  -1.1635600085875675E-004   2.3524960174138497E-004  -1.5282288056573574E-003
   9.1984208171248680E-002   8.7590656248729762E-003   9.3926640240926023E-004   4.0055040084480402E-004   3.8063440088788655E-004  -2.1176240059780010E-004   2.9848005869576597E-006  -7.6561601135185996E-005  -5.9540560142328099E-004  -1.8618640028521879E-004   2.2135600093395403E-004   1.1014064028178846E-003  -2.6685840042774231E-004   6.6696000082823640E-005   3.6531120103661384E-004   4.7983360108641408E-004  -2.8851280100113818E-004   3.9155520165955670E-004   4.8500400276482882E-004  -5.6781920158816056E-004   3.5931040146173370E-004  -5.5747999455491194E-005  -4.2432160101402091E-004   1.3535119938711215E-004  -5.3822398857092029E-005
  0.10198069374044511        1.1078525633477335E-002   1.3374784037601221E-003   9.8576000323873244E-004   8.3975440267516259E-004   4.2863680102243857E-004  -1.0997840022868371E-004  -9.4354399944874458E-005  -1.6714399209130694E-005   3.4403999323376107E-005   7.4420799894247500E-005   5.1738000200048160E-004  -3.0664080069605997E-004   8.3280004364786482E-006  -6.5099999851430757E-005  -5.0597760150442039E-004  -1.5552008256160668E-006  -5.4858560142130477E-004  -1.7922000199044192E-004  -1.4586079993698581E-004   1.0818399821055358E-005  -4.0616240115783753E-004   6.6475120222639296E-004  -2.8542880120198893E-004   3.7682399957426991E-004
  0.11187956575198993        1.2677746437879054E-002   1.6867336051069881E-003   2.7618560085637667E-004   4.0692240095507295E-004   1.5261760024150547E-004   7.6443200422567526E-005   2.1791840060626371E-004   1.5856000185532703E-005  -3.6316960191301362E-004   6.2389599712853706E-005   7.0310720281795938E-004   2.1748000097961869E-004   1.5056799465854702E-005   1.8074720073897970E-004  -1.3741040009515197E-004   3.0175200187317852E-005   8.9287994786998067E-006  -5.6180160229338141E-004  -3.1724800618490703E-005  -1.9056000081554345E-004  -1.3046160016703427E-004   2.3232800050336356E-004  -2.0279999854227902E-005   1.7762560105812360E-004
  0.12331824746503824        1.5827032046837546E-002   1.7278912065125161E-003  -6.0340720263438402E-004  -2.0127760092204108E-004  -2.5063120035350491E-004   1.3782000030705525E-004  -3.9156080164410992E-004  -7.7293840237270116E-004   2.6206400118809027E-004   7.1588960257982278E-004   2.1238320088577938E-004   3.4945200075593664E-004  -1.9310400108730729E-004   1.9092160008533346E-004   6.2816799720749708E-005   2.3172800702388142E-005  -3.5694640047685141E-004  -1.4829279983940221E-004   2.0584960051152798E-004   3.1281600598322711E-005  -8.7518400785566489E-005  -1.0286560043023212E-004  -5.6947920254280199E-004   8.6542401085955924E-005
  0.13445530921831267        1.8380259252725437E-002   2.0569240056248043E-003   1.2426079931791267E-004  -1.5489760041082816E-004   3.1034880084321618E-004   3.0896080121972554E-004  -2.5231520061655161E-004   4.2801200124748629E-004  -8.5173600259880327E-005  -3.3303280052630467E-004  -1.9132800167816631E-004  -4.2120004861044654E-006  -6.5903991439903785E-006   5.5958720160420767E-004   1.1743120024404152E-004  -5.7708560145923828E-004  -2.1551040030113583E-004   4.3751600119436464E-004   1.6783040083706162E-004  -1.9651280065713763E-004  -4.4067760171234618E-004  -2.1382160031504810E-004  -3.8839680114688028E-004   8.1569600244048331E-005
  0.14430777570890646        2.1809203259281523E-002   2.2739456084570854E-003   6.2240880144625612E-004  -6.0578399997331883E-005  -1.1265200079820912E-004   1.9652720098977744E-004  -1.6418400091177745E-005   7.7400799582999201E-005   5.6993040130326673E-004   3.3672400168749384E-004   8.2364000245518910E-005  -4.7260880046518921E-004  -2.8284159998910141E-004  -2.2390320091165685E-004   4.8312800139041094E-004   1.2404560026012251E-004   5.4434400822909166E-005   5.2456000779406325E-005   1.8664800146803935E-004  -3.8521680020855829E-004  -3.9880000067765139E-004  -9.8859200065946513E-005   1.2856720063404481E-004   2.3087360149052043E-004
  0.15576439811104711        2.5167896066140418E-002   3.6540672111629105E-003   5.9044880179404645E-004   1.8139360044177016E-004   2.7374080067750278E-004  -1.9196720129507983E-004   1.3257200092771148E-004  -1.9962399990169520E-004  -8.2616003772095439E-006   4.4017040120307828E-004   1.3398000059131073E-004  -2.7832400054868256E-004  -5.6486640129656328E-004  -4.6658480037666049E-004  -4.0584000126992739E-004   1.4614080111699095E-004   1.0392559966812170E-004  -2.6590000081649998E-004  -3.8843520143168016E-004   4.7812480271939922E-004   2.0421680063312635E-004  -5.5320000197190767E-004  -1.4240640095731553E-004   9.2964800679124035E-005
  0.16670869164937915        2.9929108873979059E-002   5.4461496161927192E-003   8.4555040284308932E-004   1.6233600046752843E-004   4.4350400128844174E-004   2.6454160026625448E-004   2.1831600038334912E-004  -6.5050480258587698E-004   1.5278400593262858E-005  -8.1694960298669982E-004   7.3531999795178462E-005  -8.6414720202658904E-004  -3.0082400043789671E-005   3.7115998847763675E-005   3.1021920090081902E-004   4.9607200298111093E-005  -5.7784240221090202E-004  -4.0801440149773030E-004   2.6272400012041425E-004   5.5111440107772443E-004   5.5213920151732463E-004   3.6466240205206517E-004  -1.0307279941787611E-004   2.2649599380211655E-005
  0.17789400039639031        3.3007217676514919E-002   6.8572248210623694E-003   1.2929336032153724E-003   4.3780320097203335E-004   4.2918399688955508E-005   2.5819920106378571E-004  -9.6125599640075216E-005   5.1993840281431788E-004   1.8022400078247032E-005  -1.6624479993344887E-004   1.0909056034356733E-003   5.3582399682025977E-005   2.5052800227834223E-005  -2.3580480132327571E-004   1.9496800099347473E-004  -6.2866560304759107E-004  -5.5029760118555917E-004  -1.0306960030342534E-003  -3.1788560100023375E-004  -2.5471680027241354E-004  -2.6412640066135999E-004   1.4836720020352742E-004   6.9549600149965675E-005  -4.7506400168024284E-004
  0.18968803313270866        3.7903750480456987E-002   7.8444024231950921E-003   1.5158072046134994E-003  -1.6420640103157765E-004  -1.3435440060303238E-004  -4.8157200174422677E-004  -3.4263040078106520E-004  -1.5359360085899176E-004   7.6604960252789150E-004   9.9633599996795804E-005   5.2064320267569567E-004  -4.9639840109458582E-004   4.7432800344424939E-005  -3.5913040128939287E-004  -3.4920239997591183E-004   2.2772400051396827E-004   1.7371040056989262E-004  -3.0946320093853220E-004  -6.8769600335043157E-005   1.4993360141980430E-004   4.5994880160241721E-004  -3.9549600484836656E-005  -3.8772000239402628E-005   7.3684801404948528E-005
  0.20273749626415338        4.3058467285873786E-002   1.0192728030350871E-002   2.6784928079707942E-003   9.9554320394181872E-004   5.3253520143503358E-004  -4.2713599867179905E-005  -8.6140000134887976E-005   1.9138000078789319E-004  -4.1761440135397991E-004  -2.2892879980610520E-004  -3.1078320050548675E-004  -5.8418560170435613E-004   1.0463997430030104E-006  -3.2042399853989704E-005   3.7946400312822976E-005   4.0217920098348990E-004   3.5771440161860781E-004  -7.5858400882620290E-005   2.5616000151028096E-005   3.5788320085242625E-004  -1.1742240020302670E-004   4.3975120214232756E-004   2.8804880101489450E-004   6.3164480191550752E-004
  0.21438590177666100        4.9227391295932725E-002   1.1924269634043874E-002   3.1396744099206945E-003   9.7267840270315461E-004   5.6023760121758439E-004   6.7466560308944868E-004   4.7483999673682436E-005   5.8648800787284795E-005   1.4032960061437986E-004  -3.2920005891414040E-006  -9.1440000630731394E-005   1.5002480112190990E-004   1.6825520080921913E-004  -7.1000004685955321E-006  -7.6902400239521921E-004  -6.3801600206358499E-005  -1.3458960092375838E-004   4.0773280060855759E-004  -5.0727199891522413E-005  -2.0503199979994907E-004  -4.4389920168726903E-004  -3.4423920161136972E-004  -2.1123360032639790E-004  -3.7749280136776994E-004
  0.22696090648948056        5.5851342513145517E-002   1.4416223240910039E-002   3.1921584091906996E-003   5.3287520125581934E-004   5.0416001214739353E-006  -7.1226160269256182E-004   1.4909119966335048E-004   1.3362399944080784E-004   6.1152801160465402E-005   1.4483840074432211E-004   5.3679199604303469E-005   1.6935280037872673E-004   2.7312000058212188E-004  -7.4912003742058098E-006   3.6033200073033706E-004   2.7704400031738907E-004   6.6586080194894377E-004   7.2172240237898381E-004   3.3550960232322347E-004   1.0601360078854378E-004  -1.8691199765656390E-005  -1.6807998163122475E-006   2.9137920065019907E-004   5.3961440279265047E-004
