H C M X
  -1.9652161685069449        1.8599372733842934E-003  0.98422550320736191        3.6687004482705010E-003
  -1.9677119462557431        1.8495098211452898E-003 -0.98394339070215731        4.2124645698522478E-003
  -1.9192307207321386        6.1872778122102901E-003  0.72226961364476538       0.13637426001967545     
  -1.9732617064893774        1.6439414267948038E-003 -0.98900023182943519        2.2225994454814213E-003
  -1.9728857809852254        1.9964573124120477E-003 -0.97840623019422757        8.6744440587380733E-003
  -1.9784460889854729        1.3105266323436560E-003  0.99278735333825185        9.6609612566178615E-004
  -1.9760725819695941        2.2071660975235829E-003 -0.98194329201141128        8.9360488324620180E-003
  -1.8850781734643147        5.3600336148829086E-003  0.32219487155855286       0.24477566114766988     
  -1.9711042962089989        3.0100749698629414E-003 -0.94582637884212384        3.0210013271969927E-002
  -1.9813460387010131        1.7912030709901217E-003 -0.98521044245272071        6.7573345223316261E-003
  -1.9787326226891604        2.4043410663825426E-003  0.97343014682448692        1.3212112479947247E-002
  -1.9777545816866282        2.5917847424317131E-003  0.95641978116984905        3.1772655965215280E-002
  -1.9832374496846936        2.0282676788241361E-003 -0.98226846167986670        8.2913016512169424E-003
  -1.9840795781846814        1.8939193526890108E-003 -0.98009830872553771        1.0375147056958411E-002
  -1.9659556596780983        5.5244573493964388E-003 -0.92116710333923879        4.8594821352282325E-002
  -1.8882351887067086        4.1578407535776130E-003  0.33141623708217577       0.17196711574589296     
  -1.8570556227466568        9.2491612975909021E-004  0.16755950374426301        2.8107921356488902E-002
  -1.8586224812370096        9.3217446613147459E-004 -0.12840799477411871        3.1145846441434366E-002
  -1.9873330414218993        1.6572425486169884E-003 -0.98274273035987592        7.8658235100940166E-003
  -1.9715784249226815        3.6353025747497547E-003 -0.90650404179400246        4.9478842087406050E-002
  -1.9866533109286331        2.1682195736882903E-003 -0.97417047932675649        1.4855412375516686E-002
  -1.9888840424228691        1.9200929535849731E-003  0.98311234946999304        9.0539322845250014E-003
  -1.9926038434291764        1.3300382628966823E-003  0.99453286207276792        2.3897926908778011E-003
  -1.9294665541716824        5.1069041510909408E-003 -0.72795658144852937        7.7428509229396369E-002
  -1.8655168514872786        9.3621441565350239E-004   1.7904206819224236E-002   3.8348520157351129E-002
  -1.8668383369801398        9.9119794393098815E-004 -0.10658433563735448        8.1734771271890442E-003
  -1.8817339632467989        2.4732750972860096E-003 -0.23142628377086200       0.14010259153552901     
  -1.9896290104371945        2.1078788945585458E-003 -0.97434744109910076        1.7454035347817087E-002
  -1.9910484006950100        1.8804642877783273E-003  0.97934737019967377        1.3747847124579105E-002
