,0,1,2,3
0,-0.08059931200000003,0.14189537619361198,-0.000714228,0.10884436466057408
1,-0.16143802799999987,0.14350956064134263,-7.901999999999944e-06,0.11885352488486992
2,-0.24553570400000005,0.14622248192813717,-0.0001209480000000005,0.13155594829418135
3,-0.33299636800000054,0.1506902497801653,0.0006509779999999986,0.14849620395028126
4,-0.4278253799999997,0.15617931203541538,-0.00027519999999999883,0.17012172849157164
5,-0.5306782080000009,0.16364952561467674,-0.0005640559999999995,0.19745887045364377
6,-0.6450518479999998,0.17426652722707503,-0.003210514000000008,0.2411574100040385
7,-0.777357011999999,0.19103164024431105,-0.0024262380000000094,0.30900690886963567
8,-0.9408037799999979,0.22253788966760604,-0.005697718000000003,0.4153628195801741
9,-1.1845074999999996,0.2657369945712304,-0.03229159400000003,0.5943410672980112
10,-1.4754767720000022,0.25261275804768846,-0.06202168200000003,0.7805907062999731
11,-1.677604283999999,0.1955935710212565,-0.20985268200000012,0.8608244371864721
12,-1.796081376,0.14809411678370837,0.40255401599999985,0.8442950668825864
13,-1.8649533719999996,0.11553195690296954,-0.959030198,0.04260962619034339
14,-1.909291568000001,0.09339754966861485,0.9736357240000004,0.03224247371086505
15,-1.9375580360000029,0.07620604708172905,0.9824161619999983,0.024752485959793142
16,-1.9563534840000003,0.06291118343396304,-0.9880125699999995,0.01989273138598871
17,-1.9698011800000013,0.05231127823526778,-0.991844220000001,0.015548292915674068
18,-1.9787526599999994,0.04359292400062654,-0.9943377619999999,0.012796170553386504
19,-1.9848116919999987,0.03720134110616358,-0.9959068259999989,0.013786159965912342
20,-1.9892389600000004,0.0312770487437418,-0.9971392220000006,0.011260979941138161
21,-1.9922397559999996,0.02683510337338884,-0.9979230540000013,0.010548820565024507
22,-1.9944891759999983,0.02270179065274422,0.9985658920000009,0.006852291167510033
23,-1.9954837240000016,0.02501680497369368,0.9980405219999994,0.030762163870045177
24,-1.9970940520000018,0.016674659403456978,-0.9992434320000015,0.005514737061853077
25,-1.9979885560000028,0.015322955753863672,0.9994444020000003,0.007932217272767763
26,-1.9983888799999983,0.012637346728866766,-0.999574694,0.004404020300403261
27,-1.9988034999999984,0.011677694453529812,-0.9996861039999994,0.004075589442176906
28,-1.9991309239999988,0.012177897474778968,0.9997086340000009,0.008746589384099447
29,-1.9994098640000015,0.009490065305439397,-0.9998155979999995,0.005574968690710084
30,-1.9995626280000012,0.009353411448964373,-0.9998656080000003,0.005273884601537836
31,-1.9996141920000006,0.010291741941340008,0.9998456300000005,0.007746981986754394
32,-1.9997307079999986,0.008149382910302887,0.9999027580000002,0.005271556126366644
33,-1.9986290239999998,0.024069328715347307,-0.997973384,0.037785130773739385
34,-1.9997792559999994,0.01004663884522904,-0.9998495320000003,0.010012755833484164
35,-1.9998782960000006,0.00731465844290645,-0.9999341140000002,0.005515601420969895
36,-1.9998261480000008,0.008531204808354722,-0.9998849959999996,0.007930753689276964
37,-1.999913543999999,0.006919668009381858,0.9999659399999998,0.003438900975079153
38,-1.99989252,0.007924744036850421,-0.9999275940000001,0.006150095720488092
39,-1.9988531119999997,0.022761578326546145,-0.9977203240000002,0.045460605773957094
40,-1.999914932,0.007452846666568239,0.9999457200000001,0.00522483432097111
41,-1.9999303640000003,0.007120434735850207,-0.9999576459999999,0.004912051113199497
42,-1.9999304640000004,0.007124288367598652,-0.9999579100000001,0.004727666277551806
43,-1.999875852,0.009543640147977768,0.9998893560000001,0.008905710409915016
44,-1.999943564,0.007101606506833598,0.9999758379999999,0.0034301393845959653
45,-1.9999122079999998,0.008424116129584838,-0.999924208,0.006937597247804112
46,-1.999931428,0.007709231990335494,0.9999534259999999,0.005176310545409907
47,-1.999937164,0.007557780867232691,0.999952932,0.005522175712830506
48,-1.999861896,0.010032513507849282,0.999867934,0.009446084827675703
49,-1.999932908,0.007281591767157934,-0.9999514719999999,0.005497727260715655
