H C M X
 -0.45298287876760340        2.6355672676930952E-004   1.2859559681122816E-003   3.1189976097933166E-004
 -0.47809518728916039        2.6577005047806468E-004  -8.8241465378363952E-004   3.2585830092578841E-004
 -0.50376369998031523        2.7641606034134458E-004   5.5841125538754274E-005   3.6259741406071528E-004
 -0.53014004753994759        2.8005516534013175E-004   2.6253266941829808E-004   3.8815322390559352E-004
 -0.55719608075716187        2.9195712558616194E-004  -4.4913689652630159E-004   4.1192975567343356E-004
 -0.58482237202822651        3.0724277211230389E-004  -3.3562012004209618E-004   4.3718610577527748E-004
 -0.61338429983101028        3.0802963269999095E-004   7.6765397208164465E-004   5.0841791546450948E-004
 -0.64279641588083802        3.3135586201060718E-004  -2.5155964196907165E-004   5.6897049080478095E-004
 -0.67265370382123124        3.3511449360962287E-004   6.2814517728063406E-004   6.2619755536443879E-004
 -0.70481394986941104        3.4855240695996770E-004  -1.9422081089788849E-003   6.8738951690910086E-004
 -0.73597247625698536        3.8014250906459601E-004  -2.8306027421702318E-004   7.5248340130664013E-004
 -0.77055465357812181        4.0959445505084346E-004   1.7355621573838637E-003   9.1500482948818330E-004
 -0.80517238298906968        4.1057231645436065E-004  -4.3632219333963338E-003   1.0012888593820316E-003
 -0.84270130363253903        4.3961577364359794E-004  -3.1024912387668277E-003   1.1677077364042666E-003
 -0.87943518627882300        4.6748586415046312E-004  -3.6397979498908883E-003   1.6391211427670726E-003
 -0.91988276943580494        5.0103723719696625E-004   3.7990647508396587E-003   1.9102116674513520E-003
 -0.96123714703933949        5.5583464852904108E-004  -4.7850519893286184E-003   2.3512889076685254E-003
  -1.0039909574929231        5.9108662763618369E-004  -1.9634290092844322E-003   3.0068535894765937E-003
  -1.0555852029419670        6.5157409531324539E-004  -1.5992691580267841E-003   4.4741667700539788E-003
  -1.1037033858894592        7.4057345961242582E-004   2.0821759950943861E-002   5.6733223227992411E-003
  -1.1565460273135548        7.8232811837741778E-004  -8.6122392320397805E-003   9.3328057627633573E-003
  -1.2230207898497767        9.9385386793904296E-004  -1.0771921723743041E-002   1.2739698195974890E-002
  -1.3078899555582371        1.4129870941839151E-003 -0.27807633244469498        1.6589393387591800E-002
  -1.3750273119542211        1.6133385437682168E-003  0.31581660692370628        2.6570264456695455E-002
  -1.4724171818800018        2.8756705307788621E-003 -0.51658732472269908        6.5790227012944735E-002
  -1.5035865904997145        2.0569277763593519E-003 -0.27079866707225858        3.6024370600928390E-002
  -1.6050333400646544        3.5218321073857695E-003  0.70110708902865959        5.3408600170647913E-002
  -1.6464273045484414        3.5452058611302739E-003 -0.72582909852354527        5.1317843737283986E-002
  -1.6903716885714801        3.4672386525791410E-003 -0.79654342885960605        4.1130865620081392E-002
  -1.6639971284291324        1.8271416051711675E-003  0.10191863754833358        9.7139298915468620E-003
  -1.6901815166891243        2.0162562340955148E-003  0.15129482893192164        5.1949281322536817E-003
  -1.7591871344427643        3.5381842461315038E-003 -0.69772195015176608        9.1080218110134503E-002
  -1.7375379695002278        2.0966266523871901E-003   4.1394339751695708E-002   1.5103630759542923E-002
  -1.7827367782105235        3.1973871691843847E-003 -0.53524746293984959       0.13204656629574574     
  -1.8111756677701469        3.7165002522110413E-003  0.68963356814013810       0.10449064716836381     
  -1.8415949437304158        3.6076471278043698E-003  0.84556412441727202        4.7374464914750614E-002
  -1.8414980817090576        3.6923707374487691E-003  0.76022125953937936        6.9818120925475458E-002
  -1.8773857048041165        2.8632123246414842E-003 -0.92699674734393789        1.8163124246575846E-002
  -1.8792066785842190        3.1442079193557682E-003  0.87115416093475739        3.7736242087431093E-002
  -1.8795634326283552        3.3604284399046946E-003 -0.76873776012104744        9.1115002281380586E-002
  -1.8453861749277296        1.6683586363326341E-003  0.26040698745475627        9.2242674970703237E-003
  -1.8950025818535565        3.1678393774750013E-003  0.78352412833662721        6.9802065446725514E-002
  -1.9171601989462574        3.0559534650107523E-003 -0.92955464687872680        2.1124352806869862E-002
  -1.8630035123961688        2.0110631581711225E-003 -0.21951141607156638        6.6128366015502510E-003
  -1.9216820518099740        3.2675108298487743E-003  0.87506185192192387        4.8969618557367700E-002
  -1.8771231281046141        1.8250309510938756E-003  0.15670310585348624        1.2196657352633623E-003
  -1.9335966046876751        3.2278604361497543E-003  0.90662032389417546        3.8401848229148827E-002
  -1.8883993928437128        1.7288480366373093E-003 -0.10859629895034442        2.7047092252241636E-003
  -1.9376491090129255        3.1012093137308128E-003  0.86659851987741088        5.2915719811226669E-002
  -1.9241499282001979        3.3677892659507158E-003  0.63423732772812036       0.16828296177630214     
  -1.9320622628272044        3.0381118984328381E-003 -0.71918342486416598       0.10600737397118687     
  -1.9013731183069884        1.7365031145506471E-003  0.20961864120870813        2.3772342944983274E-002
  -1.9027556609555063        1.7828637244163836E-003   1.9207813119131438E-002   3.1943861311124287E-003
  -1.8791441330729604        1.3689154790692548E-003   3.1936427955186801E-002   3.6661251537703343E-003
  -1.9590206981019291        2.3910117882173232E-003  0.87966912295277078        4.8333543534597845E-002
  -1.9129556675056860        1.7542537662968982E-003  -2.8460397910209233E-002   4.7899297110719045E-003
  -1.9687301257401206        2.3317369820863298E-003 -0.95049659864907654        1.6264668372030666E-002
  -1.9642051575929524        2.5257232861632950E-003 -0.87012205526689868        5.6951977275919718E-002
  -1.9697686927816678        2.4040395614246535E-003  0.92104998659079795        3.1498408203044281E-002
  -1.9219885056588286        1.5727897183115402E-003  -3.4404516240430762E-002   1.1468585608896572E-003
  -1.9658205313814530        2.6096511825342006E-003 -0.85857159688809781        6.3009000022607342E-002
  -1.9772608084587064        2.1638515191839680E-003 -0.95593903878259512        1.6191431727099248E-002
  -1.9262105330130581        1.6355887371579669E-003  0.23210852244507027        1.7245414184472743E-002
  -1.9820922951903257        1.9886274767753065E-003 -0.97499377562249934        1.0575356516418388E-002
  -1.9672986243198567        3.0374646955340090E-003  0.85712255129752546        7.2218757003788325E-002
  -1.9801610723854661        2.1222462070964454E-003 -0.94663294755558880        2.1871863645163803E-002
  -1.9302917838071010        1.5169040617832863E-003 -0.35560834263483820        3.0691788342407378E-003
  -1.9293015690665987        1.5717693145922418E-003 -0.11712536713476492        1.2407039180996789E-003
  -1.9804370734309003        2.1788652192737956E-003  0.92503764804610611        3.2510816498786954E-002
  -1.9330746028793204        1.6116270453494508E-003  0.19929942857702718        2.1371790683221217E-003
  -1.9330414017030892        1.6886200656500705E-003  0.20738675961096079        2.9998023850619226E-003
  -1.9819079315046684        2.2376344032770668E-003  0.93319592194146972        2.6524061740318627E-002
  -1.9830596468330008        2.0947620226468011E-003 -0.94444918070887418        2.1473875895104078E-002
  -1.9358163033649767        1.4792767070166413E-003  -1.1940890508048106E-002   2.5522625050626606E-003
  -1.9792883232466043        2.4593684070297606E-003  0.90642290910559475        4.0313054730821585E-002
  -1.9368450006597149        1.5924797040312022E-003  -6.9917878243488191E-002   1.5146931460633343E-003
  -1.9878228556830171        1.9350478754471823E-003  0.96103576369475363        1.4759444770167884E-002
  -1.9710615289730042        2.5202739155303355E-003 -0.73404270235766977       0.15076994975708757     
  -1.9806716497458314        2.3520329243784666E-003  0.89620337372008729        4.5563086583208845E-002
  -1.9782822188102887        2.3920549004645686E-003  0.84093592338438483        7.7781191502857006E-002
