M
  0.13565161712521193     
  0.71168243093817396     
  0.78389761242876421     
  0.81335311261689081     
  0.82734266691402447     
  0.83542974203632470     
  0.84506252510602031     
  0.85264490928995307     
  0.85880475745813345     
  0.86459260517594505     
  0.86962205137178550     
  0.87407342744183125     
  0.87836426023036551     
  0.88225080104807185     
  0.88562671384507263     
  0.88899175316980050     
  0.89210459585423951     
  0.89472889322273219     
  0.89757718853824731     
  0.89986928513737086     
  0.90260158582194983     
  0.90467920688013936     
  0.90692631099981458     
  0.90883383178309429     
  0.91138762191839862     
  0.91294523791749582     
  0.91473156056797733     
  0.91610473104306112     
  0.91831059432702644     
  0.91995756227568637     
  0.92134290597025204     
  0.92265897269226416     
  0.92421360203044867     
  0.92557311121747976     
  0.92704049007040112     
  0.92845440614001140     
  0.92962045149943429     
  0.93095010600747463     
  0.93207165490383115     
  0.93322474350009665     
  0.93447342406654288     
  0.93549310895630355     
  0.93656107931573962     
  0.93749653717065717     
  0.93855944681537251     
  0.93953334434269298     
  0.94053619507201347     
  0.94146603764567360     
  0.94235427043595221     
  0.94326129389728830     
  0.94412752286713930     
